#TYPE Selected.OleViewDotNet.Database.COMRuntimeServerEntry
"Identity","Name","ServiceName","ExePath","ExeName","Permissions","HasPermission","IdentityType","ServerType","InstancingType","Classes","ClassCount","PackageId","RuntimeServer","Source","DefaultAccessPermission","DefaultLaunchPermission"
"nt authority\system","MdmContainerManagerServer","DmEnrollmentSvc","","","O:BAG:BAD:(A;;CCDCSWWPDT;;;SY)(A;;CCDCSWWPDT;;;BA)(A;;CCDCSWWPDT;;;IU)(A;;CCDCSWWPDT;;;AC)S:(ML;;NX;;;LW)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","MdmSyncServer","DmEnrollmentSvc","","","","False","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","2","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"","microsoft.windows.immersivecontrolpanel","","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","SystemSettings.exe","O:PSG:BUD:(A;;CCDCSW;;;WD)","True","ActivateAsPackage","NormalExe","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","windows.immersivecontrolpanel_10.0.6.1000_neutral_neutral_cw5n1h2txyewy","False","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"","Microsoft.Windows.PrintDialog","","C:\Windows\PrintDialog\PrintDialog.exe","PrintDialog.exe","O:PSG:BUD:(A;;CCDCSW;;;WD)","True","ActivateAsPackage","NormalExe","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","Windows.PrintDialog_6.2.1.0_neutral_neutral_cw5n1h2txyewy","False","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","PrintWorkflowUserSvc","PrintWorkflowUserSvc","","","O:PSG:BUD:(A;;CCDCSW;;;SY)(A;;CCDCSW;;;LS)(A;;CCDCSW;;;IU)(A;;CCDCSW;;;AC)(A;;CCDCSW;;;S-1-15-3-1024-4044835139-2658482041-3127973164-329287231-3865880861-1938685643-461067658-1087000422)(A;;CCDCSW;;;S-1-5-21-2702878673-795188819-444038987-2781)S:(ML;;NX;;;LW)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","3","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","ProvisioningServer","DmEnrollmentSvc","","","","False","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","4","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","SecureAssessmentPolicies","DmEnrollmentSvc","","","","False","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","SecureAssessmentUtilities","DmEnrollmentSvc","","","","False","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","SessionManagerServer","DmEnrollmentSvc","","","","False","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"","SpeechRuntime","","C:\Windows\SysWOW64\Speech_OneCore\Common\SpeechRuntime.exe","SpeechRuntime.exe","O:PSG:BUD:(A;;CCDCLCSWRP;;;AC)(A;;CCDCLCSWRP;;;WD)S:(ML;;NX;;;LW)","True","ActivateAsActivator","NormalExe","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","0","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","StateRepository","StateRepository","","","O:PSG:BUD:(A;;CCDCLCSWRP;;;WD)(A;;CCDCLCSWRP;;;AC)(A;;CCDCLCSWRP;;;S-1-15-3-1024-1502825166-1963708345-2616377461-2562897074-4192028372-3968301570-1997628692-1435953622)S:(ML;;NX;;;LW)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","125","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","TokenBroker","TokenBroker","","","O:PSG:BUD:(A;;CCDCLCSWRPWPDT;;;AC)(A;;CCDCLCSWRPWPDT;;;WD)S:(ML;;NX;;;LW)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","6","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","UdkUserService","UdkUserSvc","","","O:BAG:BAD:(A;;CCDCSW;;;IU)(A;;CCDCSW;;;SY)(A;;CCDCSW;;;S-1-15-3-1024-3167453650-624722384-889205278-321484983-714554697-3592933102-807660695-1632717421)S:(ML;;NX;;;ME)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","UdkUserServiceActivation","UdkUserSvc","","","O:BAG:BAD:(A;;CCDCSW;;;IU)(A;;CCDCSW;;;SY)(A;;CCDCSW;;;S-1-15-3-1024-3167453650-624722384-889205278-321484983-714554697-3592933102-807660695-1632717421)(A;;CCDCSW;;;S-1-15-3-1024-4043583521-4256083701-1687135424-4293105506-3284195402-1880287749-1981697668-1245952579)S:(ML;;NX;;;ME)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\system","UserManager","UserManager","","","O:PSG:BUD:(A;;CCDCLCSWRP;;;AC)(A;;CCDCLCSWRP;;;WD)S:(ML;;NX;;;LW)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","4","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"","Windows.Gaming.GameBar.Internal.PresenceWriterServer","","C:\Windows\SysWOW64\GameBarPresenceWriter.exe","GameBarPresenceWriter.exe","","False","ActivateAsActivator","NormalExe","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"","Windows.Internal.WebView.OopWebViewServer","","C:\Windows\SysWOW64\wwahost.exe","wwahost.exe","O:BAG:BAD:(A;;CCDCSW;;;AC)(A;;CCDCLCSWRP;;;IU)S:(ML;;NX;;;LW)","True","ActivateAsActivator","NormalExe","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","1","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
"nt authority\localservice","wscsvc","wscsvc","","","O:PSG:BUD:(A;;CCSW;;;SY)(A;;CCSW;;;LS)(A;;CCSW;;;IU)(A;;CCSW;;;AC)S:(ML;;NX;;;LW)","True","RunAs","SvchostService","SingleInstance","System.Collections.ObjectModel.ReadOnlyCollection`1[OleViewDotNet.Database.COMRuntimeClassEntry]","5","","True","LocalMachine","O:SYG:SYD:","O:SYG:SYD:"
